"Sequence Name","coded_by"
"XP_020916387","XM_021060728.1:934..>1572"
"XP_020916385","XM_021060726.1:1..867"
"XP_020916384","XM_021060725.1:83..736"
"XP_020916386","XM_021060727.1:42..1421"
"XP_020916383","XM_021060724.1:48..1430"
"XP_020916382","XM_021060723.1:60..923"
"XP_020916381","XM_021060722.1:6..581"
"XP_020916380","XM_021060721.1:1..945"
"XP_020916379","XM_021060720.1:1..1263"
"XP_020916377","XM_021060718.1:1..423"
"XP_020916376","XM_021060717.1:20..613"
"XP_020916375","XM_021060716.1:91..978"
"XP_020916374","XM_021060715.1:1..996"
"XP_020916373","XM_021060714.1:1..1434"
"XP_020916372","XM_021060713.1:1..1029"
"XP_020916370","XM_021060711.1:1..2733"
"XP_020916369","XM_021060710.1:1..3063"
"XP_020916368","XM_021060709.1:1..651"
"XP_020916371","XM_021060712.1:144..1757"
"XP_020916378","XM_021060719.1:50..1417"
"XP_020916367","XM_021060708.1:51..1142"
"XP_020916366","XM_021060707.1:1..612"
"XP_020916365","XM_021060706.1:421..2436"
"XP_020916397","XM_021060738.1:28..852"
"XP_020916364","XM_021060705.1:1..687"
"XP_020916362","XM_021060703.1:1..648"
"XP_020916361","XM_021060702.1:1..1119"
"XP_020916360","XM_021060701.1:1..1515"
"XP_020916363","XM_021060704.1:237..980"
"XP_020916359","XM_021060700.1:24..626"
"XP_020916358","XM_021060699.1:1..762"
"XP_020916357","XM_021060698.1:49..897"
"XP_020916356","XM_021060697.1:75..2126"
"XP_020916354","XM_021060695.1:232..717"
"XP_020916355","XM_021060696.1:232..630"
"XP_020916353","XM_021060694.1:74..1018"
"XP_020916351","XM_021060692.1:438..995"
"XP_020916350","XM_021060691.1:171..1793"
"XP_020916349","XM_021060690.1:144..1706"
"XP_020916348","XM_021060689.1:2..3892"
"XP_020916347","XM_021060688.1:1..417"
"XP_020916346","XM_021060687.1:9..1391"
"XP_020916345","XM_021060686.1:201..2627"
"XP_020916343","XM_021060684.1:15..1265"
"XP_020916342","XM_021060683.1:158..1432"
"XP_020916352","XM_021060693.1:100..1617"
"XP_020916344","XM_021060685.1:100..1758"
"XP_020916341","XM_021060682.1:64..2217"
"XP_020916340","XM_021060681.1:83..2473"
"XP_020916339","XM_021060680.1:71..988"
"XP_020916338","XM_021060679.1:53..727"
"XP_020916337","XM_021060678.1:39..1598"
"XP_020916336","XM_021060677.1:353..1840"
"XP_020916335","XM_021060676.1:1..381"
"XP_020916333","XM_021060674.1:1..1503"
"XP_020916332","XM_021060673.1:1..708"
"XP_020916331","XM_021060672.1:<1..383"
"XP_020916334","XM_021060675.1:11..1222"
"XP_020916329","XM_021060670.1:83..1813"
"XP_020916328","XM_021060669.1:610..1929"
"XP_020916327","XM_021060668.1:45..2039"
"XP_020916326","XM_021060667.1:1..477"
"XP_020916325","XM_021060666.1:1420..2799"
"XP_020916324","XM_021060665.1:1420..2799"
"XP_020916323","XM_021060664.1:1..819"
"XP_020916322","XM_021060663.1:131..4747"
"XP_020916321","XM_021060662.1:131..4810"
"XP_020916320","XM_021060661.1:13..993"
"XP_020916319","XM_021060660.1:<1..548"
"XP_020916317","XM_021060658.1:234..578"
"XP_020916316","XM_021060657.1:1404..2972"
"XP_020916315","XM_021060656.1:54..590"
"XP_020916318","XM_021060659.1:1..>834"
"XP_020916314","XM_021060655.1:180..5762"
"XP_020916313","XM_021060654.1:130..723"
"XP_020916312","XM_021060653.1:114..884"
"XP_020916311","XM_021060652.1:102..473"
"XP_020916310","XM_021060651.1:78..308"
"XP_020916308","XM_021060649.1:439..1299"
"XP_020916307","XM_021060648.1:309..908"
"XP_020916306","XM_021060647.1:75..1586"
"XP_020916309","XM_021060650.1:130..834"
"XP_020916305","XM_021060646.1:2..1918"
"XP_020916304","XM_021060645.1:165..1061"
"XP_020916303","XM_021060644.1:18..3503"
"XP_020916302","XM_021060643.1:146..922"
"XP_020916301","XM_021060642.1:47..1648"
"XP_020916300","XM_021060641.1:2..517"
"XP_020916297","XM_021060638.1:99..5453"
"XP_020916296","XM_021060637.1:40..765"
"XP_020916295","XM_021060636.1:113..1981"
"XP_020916299","XM_021060640.1:43..1137"
"XP_020916294","XM_021060635.1:41..2413"
"XP_020916293","XM_021060634.1:231..>841"
"XP_020916292","XM_021060633.1:1..1494"
"XP_020916291","XM_021060632.1:462..8486"
"XP_020916290","XM_021060631.1:1..525"
"XP_020916289","XM_021060630.1:190..873"
"XP_020916288","XM_021060629.1:42..1157"
"XP_020916286","XM_021060627.1:1..1608"
"XP_020916285","XM_021060626.1:1..1365"
"XP_020916284","XM_021060625.1:1..711"
"XP_020916287","XM_021060628.1:1..969"
"XP_020916283","XM_021060624.1:1..867"
"XP_020916282","XM_021060623.1:1..627"
"XP_020916281","XM_021060622.1:1..597"
"XP_020916280","XM_021060621.1:1..597"
"XP_020916279","XM_021060620.1:73..2148"
"XP_020916278","XM_021060619.1:1..1089"
"XP_020916277","XM_021060618.1:1..921"
"XP_020916275","XM_021060616.1:1..>2502"
"XP_020916274","XM_021060615.1:1..3189"
"XP_020916273","XM_021060614.1:16..1254"
"XP_020916276","XM_021060617.1:1..3471"
"XP_020916272","XM_021060613.1:54..1103"
"XP_020916271","XM_021060612.1:7..4134"
"XP_020916269","XM_021060610.1:34..4251"
"XP_020916270","XM_021060611.1:381..4532"
"XP_020916267","XM_021060608.1:339..3194"
"XP_020916268","XM_021060609.1:529..3258"
"XP_020916266","XM_021060607.1:1..1599"
"XP_020916265","XM_021060606.1:371..1921"
"XP_020916263","XM_021060604.1:17..328"
"XP_020916262","XM_021060603.1:85..447"
"XP_020916261","XM_021060602.1:19..429"
"XP_020916264","XM_021060605.1:1..579"
"XP_020916260","XM_021060601.1:171..587"
"XP_020916259","XM_021060600.1:146..592"
"XP_020916258","XM_021060599.1:37..609"
"XP_020916257","XM_021060598.1:49..621"
"XP_020916256","XM_021060597.1:210..869"
"XP_020916255","XM_021060596.1:32..691"
"XP_020916254","XM_021060595.1:35..766"
"XP_020916252","XM_021060593.1:569..1420"
"XP_020916251","XM_021060592.1:101..991"
"XP_020916250","XM_021060591.1:265..1194"
"XP_020916253","XM_021060594.1:1..636"
"XP_020916249","XM_021060590.1:166..2577"
"XP_020916248","XM_021060589.1:168..4034"
"XP_020916247","XM_021060588.1:65..4984"
"XP_020916246","XM_021060587.1:44..5668"
"XP_020916245","XM_021060586.1:20..916"
"XP_020916244","XM_021060585.1:251..4840"
"XP_020916243","XM_021060584.1:59..4960"
"XP_020916241","XM_021060582.1:760..1806"
"XP_020916240","XM_021060581.1:752..1798"
"XP_020916239","XM_021060580.1:613..>1160"
"XP_020916238","XM_021060579.1:150..1982"
"XP_020916242","XM_021060583.1:1..975"
"XP_020916236","XM_021060577.1:96..2243"
"XP_020916237","XM_021060578.1:197..2302"
"XP_020916235","XM_021060576.1:105..1271"
"XP_020916234","XM_021060575.1:84..1550"
"XP_020916233","XM_021060574.1:153..3023"
"XP_020916232","XM_021060573.1:69..470"
"XP_020916231","XM_021060572.1:81..491"
"XP_020916229","XM_021060570.1:54..593"
"XP_020916228","XM_021060569.1:128..1321"
"XP_020916227","XM_021060568.1:225..1469"
"XP_020916230","XM_021060571.1:1..642"
"XP_020916226","XM_021060567.1:476..3205"
"XP_020916225","XM_021060566.1:212..628"
"XP_020916224","XM_021060565.1:76..486"
"XP_020916223","XM_021060564.1:79..552"
"XP_020916221","XM_021060562.1:166..2907"
"XP_020916220","XM_021060561.1:60..386"
"XP_020916219","XM_021060560.1:10..435"
"XP_020916217","XM_021060558.1:91..1227"
"XP_020916216","XM_021060557.1:63..2909"
"XP_020916218","XM_021060559.1:61..3147"
"XP_020916212","XM_021060553.1:615..1634"
"XP_020916213","XM_021060554.1:313..1332"
"XP_020916214","XM_021060555.1:2025..3044"
"XP_020916215","XM_021060556.1:662..1681"
"XP_020916211","XM_021060552.1:916..1641"
"XP_020916210","XM_021060551.1:81..848"
"XP_020916207","XM_021060548.1:285..1388"
"XP_020916208","XM_021060549.1:162..1265"
"XP_020916209","XM_021060550.1:157..1260"
"XP_020916206","XM_021060547.1:663..1796"
"XP_020916201","XM_021060542.1:543..1679"
"XP_020916202","XM_021060543.1:248..1384"
"XP_020916203","XM_021060544.1:248..1384"
"XP_020916204","XM_021060545.1:1306..2442"
"XP_020916205","XM_021060546.1:1..4077"
"XP_020916200","XM_021060541.1:2..886"
"XP_020916199","XM_021060540.1:456..1199"
"XP_020916197","XM_021060538.1:16..867"
"XP_020916198","XM_021060539.1:196..948"
"XP_020916196","XM_021060537.1:37..405"
"XP_020916195","XM_021060536.1:338..2944"
"XP_020916194","XM_021060535.1:65..613"
"XP_020916192","XM_021060533.1:19..1035"
"XP_020916191","XM_021060532.1:379..>2345"
"XP_020916190","XM_021060531.1:107..1456"
"XP_020916193","XM_021060534.1:1..651"
"XP_020916189","XM_021060530.1:5..394"
"XP_020916186","XM_021060527.1:145..672"
"XP_020916187","XM_021060528.1:302..820"
"XP_020916188","XM_021060529.1:265..723"
"XP_020916185","XM_021060526.1:189..1199"
"XP_020916222","XM_021060563.1:38..1105"
"XP_020916298","XM_021060639.1:184..1047"
"XP_020916179","XM_021060520.1:1088..2161"
"XP_020916180","XM_021060521.1:867..1940"
"XP_020916182","XM_021060523.1:102..1175"
"XP_020916183","XM_021060524.1:71..1144"
"XP_020916184","XM_021060525.1:63..1136"
"XP_020916178","XM_021060519.1:349..1452"
"XP_020916177","XM_021060518.1:75..983"
"XP_020916181","XM_021060522.1:2..1690"
"XP_020916176","XM_021060517.1:53..1753"
"XP_020916175","XM_021060516.1:5..514"
"XP_020916173","XM_021060514.1:130..1191"
"XP_020916174","XM_021060515.1:113..1174"
"XP_020916172","XM_021060513.1:12..2375"
"XP_020916170","XM_021060511.1:87..1790"
"XP_020916169","XM_021060510.1:346..1044"
"XP_020916168","XM_021060509.1:43..1068"
"XP_020916171","XM_021060512.1:1..402"
"XP_020916167","XM_021060508.1:337..1383"
"XP_020916166","XM_021060507.1:257..1651"
"XP_020916165","XM_021060506.1:97..1530"
"XP_020916164","XM_021060505.1:67..2034"
"XP_020916163","XM_021060504.1:125..2503"
"XP_020916162","XM_021060503.1:220..3135"
"XP_020916161","XM_021060502.1:5..>4639"
"XP_020916159","XM_021060500.1:131..931"
"XP_020916158","XM_021060499.1:131..1006"
"XP_020916157","XM_021060498.1:120..3020"
"XP_020916156","XM_021060497.1:125..673"
"XP_020916160","XM_021060501.1:1..1668"
"XP_020916152","XM_021060493.1:295..1842"
"XP_020916153","XM_021060494.1:376..1923"
"XP_020916154","XM_021060495.1:121..1668"
"XP_020916155","XM_021060496.1:95..1642"
"XP_020916151","XM_021060492.1:19..1938"
"XP_020916150","XM_021060491.1:66..419"
"XP_020916149","XM_021060490.1:109..837"
"XP_020916148","XM_021060489.1:264..5138"
"XP_020916146","XM_021060487.1:1..378"
"XP_020916145","XM_021060486.1:146..730"
"XP_020916144","XM_021060485.1:100..1710"
"XP_020916147","XM_021060488.1:1..522"
"XP_020916143","XM_021060484.1:210..1790"
"XP_020916142","XM_021060483.1:96..1577"
"XP_020916141","XM_021060482.1:115..1086"
"XP_020916140","XM_021060481.1:159..2150"
"XP_020916139","XM_021060480.1:105..1889"
"XP_020916138","XM_021060479.1:33..518"
"XP_020916137","XM_021060478.1:7..1161"
"XP_020916135","XM_021060476.1:29..619"
"XP_020916134","XM_021060475.1:38..865"
"XP_020916133","XM_021060474.1:66..1538"
"XP_020916136","XM_021060477.1:1..969"
"XP_020916130","XM_021060471.1:65..814"
"XP_020916131","XM_021060472.1:65..814"
"XP_020916132","XM_021060473.1:417..1067"
"XP_020916129","XM_021060470.1:231..3911"
"XP_020916128","XM_021060469.1:322..762"
"XP_020916127","XM_021060468.1:279..908"
"XP_020916126","XM_021060467.1:203..1306"
"XP_020916123","XM_021060464.1:19..1302"
"XP_020916124","XM_021060465.1:19..1185"
"XP_020916122","XM_021060463.1:55..1155"
"XP_020916125","XM_021060466.1:1..954"
"XP_020916121","XM_021060462.1:144..1244"
"XP_020916120","XM_021060461.1:24..1271"
"XP_020916118","XM_021060459.1:177..2282"
"XP_020916119","XM_021060460.1:532..2637"
"XP_020916117","XM_021060458.1:69..1025"
"XP_020916116","XM_021060457.1:144..1217"
"XP_020916114","XM_021060455.1:326..1447"
"XP_020916112","XM_021060453.1:294..2579"
"XP_020916113","XM_021060454.1:198..2483"
"XP_020916115","XM_021060456.1:1..1491"
"XP_020916111","XM_021060452.1:32..1552"
"XP_020916104","XM_021060445.1:410..1468"
"XP_020916105","XM_021060446.1:448..1506"
"XP_020916107","XM_021060448.1:431..1489"
"XP_020916108","XM_021060449.1:399..1457"
"XP_020916109","XM_021060450.1:353..1411"
"XP_020916110","XM_021060451.1:885..1943"
"XP_020916103","XM_021060444.1:118..2247"
"XP_020916102","XM_021060443.1:345..2552"
"XP_020916101","XM_021060442.1:28..531"
"XP_020916100","XM_021060441.1:128..2647"
"XP_020916099","XM_021060440.1:485..1516"
"XP_020916098","XM_021060439.1:411..6095"
"XP_020916096","XM_021060437.1:201..2273"
"XP_020916094","XM_021060435.1:200..2275"
"XP_020916095","XM_021060436.1:208..2283"
"XP_020916097","XM_021060438.1:201..2273"
"XP_020916093","XM_021060434.1:246..971"
"XP_020916092","XM_021060433.1:14..1453"
"XP_020916090","XM_021060431.1:117..710"
"XP_020916091","XM_021060432.1:138..710"
"XP_020916088","XM_021060429.1:818..2266"
"XP_020916087","XM_021060428.1:20..607"
"XP_020916086","XM_021060427.1:507..1217"
"XP_020916089","XM_021060430.1:1..1014"
"XP_020916085","XM_021060426.1:163..3051"
"XP_020916084","XM_021060425.1:87..2192"
"XP_020916083","XM_021060424.1:3..785"
"XP_020916082","XM_021060423.1:701..2149"
"XP_020916081","XM_021060422.1:178..882"
"XP_020916080","XM_021060421.1:209..1165"
"XP_020916079","XM_021060420.1:80..583"
"XP_020916076","XM_021060417.1:399..1010"
"XP_020916077","XM_021060418.1:101..712"
"XP_020916078","XM_021060419.1:372..983"
"XP_020916075","XM_021060416.1:9..917"
"XP_020916074","XM_021060415.1:583..1713"
"XP_020916073","XM_021060414.1:463..1665"
"XP_020916072","XM_021060413.1:227..1639"
"XP_020916071","XM_021060412.1:287..2038"
"XP_020916070","XM_021060411.1:143..3136"
"XP_020916069","XM_021060410.1:<1..489"
"XP_020916067","XM_021060408.1:65..3364"
"XP_020916065","XM_021060406.1:91..1173"
"XP_020916066","XM_021060407.1:67..1149"
"XP_020916068","XM_021060409.1:58..624"
"XP_020916064","XM_021060405.1:1096..2622"
"XP_020916062","XM_021060403.1:112..5136"
"XP_020916061","XM_021060402.1:112..5139"
"XP_020916063","XM_021060404.1:154..4716"
"XP_020916060","XM_021060401.1:1..2247"
"XP_020916059","XM_021060400.1:4..2136"
"XP_020916058","XM_021060399.1:257..4627"
"XP_020916057","XM_021060398.1:81..15194"
"XP_020916056","XM_021060397.1:19..1596"
"XP_020916055","XM_021060396.1:1..570"
"XP_020916054","XM_021060395.1:22..1242"
"XP_020916053","XM_021060394.1:1..669"
"XP_020916052","XM_021060393.1:1..1182"
"XP_020916051","XM_021060392.1:1..1194"
"XP_020916050","XM_021060391.1:1..1701"
"XP_020916048","XM_021060389.1:1..1209"
"XP_020916047","XM_021060388.1:73..2178"
"XP_020916046","XM_021060387.1:1209..>2945"
"XP_020916049","XM_021060390.1:152..1051"
"XP_020916045","XM_021060386.1:28..5031"
"XP_020916044","XM_021060385.1:1..1068"
"XP_020916043","XM_021060384.1:139..3084"
"XP_020916042","XM_021060383.1:1..588"
"XP_020916041","XM_021060382.1:1..636"
"XP_020916040","XM_021060381.1:83..3136"
"XP_020916039","XM_021060380.1:<1..1863"
"XP_020916037","XM_021060378.1:<1..2073"
"XP_020916036","XM_021060377.1:1..2058"
"XP_020916035","XM_021060376.1:138..1553"
"XP_020916038","XM_021060379.1:37..981"
"XP_020916034","XM_021060375.1:1..558"
"XP_020916033","XM_021060374.1:393..3233"
"XP_020916032","XM_021060373.1:1..1074"
"XP_020916030","XM_021060371.1:1..639"
"XP_020916029","XM_021060370.1:1..1272"
"XP_020916028","XM_021060369.1:139..4104"
"XP_020916027","XM_021060368.1:78..>1331"
"XP_020916025","XM_021060366.1:1..1452"
"XP_020916024","XM_021060365.1:2..826"
"XP_020916023","XM_021060364.1:1..1077"
"XP_020916026","XM_021060367.1:1..969"
"XP_020916022","XM_021060363.1:1..1110"
"XP_020916021","XM_021060362.1:97..1041"
"XP_020916020","XM_021060361.1:1..942"
"XP_020916019","XM_021060360.1:1..453"
"XP_020916018","XM_021060359.1:1..1932"
"XP_020916017","XM_021060358.1:1..1323"
"XP_020916016","XM_021060357.1:72..2357"
"XP_020916015","XM_021060356.1:1..1227"
"XP_020916014","XM_021060355.1:1..1749"
"XP_020916012","XM_021060353.1:176..1174"
"XP_020916013","XM_021060354.1:109..1107"
"XP_020916011","XM_021060352.1:1..786"
"XP_020916010","XM_021060351.1:56..3418"
"XP_020916009","XM_021060350.1:198..746"
"XP_020916007","XM_021060348.1:73..1086"
"XP_020916006","XM_021060347.1:278..919"
"XP_020916005","XM_021060346.1:56..1387"
"XP_020916008","XM_021060349.1:54..1328"
"XP_020916004","XM_021060345.1:70..1779"
"XP_020915998","XM_021060339.1:203..1312"
"XP_020915999","XM_021060340.1:134..1243"
"XP_020916000","XM_021060341.1:685..1794"
"XP_020916001","XM_021060342.1:202..1302"
"XP_020916002","XM_021060343.1:133..1233"
"XP_020916003","XM_021060344.1:203..1300"
"XP_020915997","XM_021060338.1:33..674"
"XP_020915995","XM_021060336.1:130..531"
"XP_020915994","XM_021060335.1:126..1781"
"XP_020915993","XM_021060334.1:92..403"
"XP_020915996","XM_021060337.1:351..1646"
"XP_020915992","XM_021060333.1:11..1246"
"XP_020915991","XM_021060332.1:11..1246"
"XP_020915990","XM_021060331.1:32..1636"
"XP_020915989","XM_021060330.1:32..1636"
"XP_020915988","XM_021060329.1:165..1952"
"XP_020915987","XM_021060328.1:74..1648"
"XP_020915986","XM_021060327.1:1..1566"
"XP_020915984","XM_021060325.1:137..1267"
"XP_020915983","XM_021060324.1:139..4878"
"XP_020915982","XM_021060323.1:200..1867"
"XP_020915985","XM_021060326.1:89..>1051"
"XP_020915981","XM_021060322.1:565..5067"
"XP_020915980","XM_021060321.1:72..1778"
"XP_020915979","XM_021060320.1:101..1768"
"XP_020915978","XM_021060319.1:152..2512"
"XP_020915977","XM_021060318.1:153..2558"
"XP_020915976","XM_021060317.1:63..998"
"XP_020915975","XM_021060316.1:718..1554"
"XP_020915970","XM_021060311.1:718..1716"
"XP_020915971","XM_021060312.1:655..1653"
"XP_020915972","XM_021060313.1:593..1591"
"XP_020915974","XM_021060315.1:574..1572"
"XP_020915969","XM_021060310.1:106..1434"
"XP_020915973","XM_021060314.1:<1..699"
"XP_020915968","XM_021060309.1:109..2235"
"XP_020915967","XM_021060308.1:674..2608"
"XP_020915966","XM_021060307.1:223..1650"
"XP_020915964","XM_021060305.1:104..1576"
"XP_020915963","XM_021060304.1:104..1657"
"XP_020915965","XM_021060306.1:104..1435"
"XP_020915961","XM_021060302.1:202..1287"
"XP_020915962","XM_021060303.1:202..1284"
"XP_020915959","XM_021060300.1:210..>2293"
"XP_020915958","XM_021060299.1:1..>1062"
"XP_020915960","XM_021060301.1:1..840"
"XP_020915957","XM_021060298.1:1..>1140"
"XP_020915956","XM_021060297.1:72..2636"
"XP_020915955","XM_021060296.1:29..628"
"XP_020915953","XM_021060294.1:29..>703"
"XP_020915952","XM_021060293.1:447..1040"
"XP_020915951","XM_021060292.1:1..2289"
"XP_020915949","XM_021060290.1:1..750"
"XP_020915948","XM_021060289.1:79..1365"
"XP_020915947","XM_021060288.1:79..1368"
"XP_020915950","XM_021060291.1:1..495"
"XP_020915946","XM_021060287.1:122..1624"
"XP_020915944","XM_021060285.1:122..1627"
"XP_020915945","XM_021060286.1:122..1627"
"XP_020915943","XM_021060284.1:122..1627"
"XP_020915942","XM_021060283.1:122..1630"
"XP_020915941","XM_021060282.1:458..1096"
"XP_020915940","XM_021060281.1:2..613"
"XP_020915939","XM_021060280.1:118..732"
"XP_020915937","XM_021060278.1:77..808"
"XP_020915938","XM_021060279.1:77..805"
"XP_020915936","XM_021060277.1:83..1360"
"XP_020915935","XM_021060276.1:118..2970"
"XP_020915934","XM_021060275.1:143..>1192"
"XP_020915932","XM_021060273.1:125..511"
"XP_020915931","XM_021060272.1:87..1184"
"XP_020915933","XM_021060274.1:221..727"
"XP_020915930","XM_021060271.1:297..4055"
"XP_020915929","XM_021060270.1:231..725"
"XP_020915928","XM_021060269.1:36..875"
"XP_020915927","XM_021060268.1:102..7115"
"XP_020915926","XM_021060267.1:405..1046"
"XP_020915925","XM_021060266.1:1..756"
"XP_020915923","XM_021060264.1:35..919"
"XP_020915922","XM_021060263.1:26..1786"
"XP_020915924","XM_021060265.1:55..945"
"XP_020915954","XM_021060295.1:116..3532"
"XP_020916106","XM_021060447.1:116..3523"
"XP_020916031","XM_021060372.1:116..3529"
"XP_020915921","XM_021060262.1:113..2446"
"XP_020915920","XM_021060261.1:66..1232"
"XP_020915919","XM_021060260.1:108..2228"
"XP_020915918","XM_021060259.1:81..1196"
"XP_020915917","XM_021060258.1:23..10966"
"XP_020915915","XM_021060256.1:146..1102"
"XP_020915916","XM_021060257.1:64..1020"
"XP_020915913","XM_021060254.1:74..1384"
"XP_020915912","XM_021060253.1:11..988"
"XP_020915911","XM_021060252.1:100..1611"
"XP_020915910","XM_021060251.1:157..1011"
"XP_020915909","XM_021060250.1:1..789"
"XP_020915908","XM_021060249.1:61..1515"
"XP_020915906","XM_021060247.1:28..1188"
"XP_020915905","XM_021060246.1:35..2581"
"XP_020915904","XM_021060245.1:95..1183"
"XP_020915903","XM_021060244.1:62..2260"
"XP_020915902","XM_021060243.1:1..543"
"XP_020915901","XM_021060242.1:1..1146"
"XP_020915900","XM_021060241.1:87..2576"
"XP_020915898","XM_021060239.1:1..870"
"XP_020915897","XM_021060238.1:1..3396"
"XP_020915896","XM_021060237.1:1..3027"
"XP_020915895","XM_021060236.1:1..1440"
"XP_020915894","XM_021060235.1:1..2013"
"XP_020915892","XM_021060233.1:1..2679"
"XP_020915891","XM_021060232.1:53..697"
"XP_020915890","XM_021060231.1:435..1442"
"XP_020915889","XM_021060230.1:1..1488"
"XP_020915888","XM_021060229.1:1..891"
"XP_020915887","XM_021060228.1:1..2439"
"XP_020915886","XM_021060227.1:1..1050"
"XP_020915884","XM_021060225.1:1..927"
"XP_020915881","XM_021060222.1:46..1197"
"XP_020915882","XM_021060223.1:102..1253"
"XP_020915883","XM_021060224.1:70..1221"
"XP_020915880","XM_021060221.1:63..1676"
"XP_020915879","XM_021060220.1:37..843"
"XP_020915878","XM_021060219.1:85..1053"
"XP_020915876","XM_021060217.1:81..1247"
"XP_020915875","XM_021060216.1:85..933"
"XP_020915874","XM_021060215.1:57..1169"
"XP_020915873","XM_021060214.1:10..1464"
"XP_020915871","XM_021060212.1:305..1909"
"XP_020915872","XM_021060213.1:310..1677"
"XP_020915869","XM_021060210.1:185..2860"
"XP_020915870","XM_021060211.1:282..2888"
"XP_020915867","XM_021060208.1:48..821"
"XP_020915866","XM_021060207.1:101..3049"
"XP_020915865","XM_021060206.1:86..445"
"XP_020915885","XM_021060226.1:279..1613"
"XP_020915907","XM_021060248.1:57..1280"
"XP_020915877","XM_021060218.1:312..1673"
"XP_020915868","XM_021060209.1:304..1677"
"XP_020915893","XM_021060234.1:1577..2839"
"XP_020915899","XM_021060240.1:1636..2886"
"XP_020915914","XM_021060255.1:174..1361"
"XP_020915863","XM_021060204.1:265..1416"
"XP_020915864","XM_021060205.1:47..1198"
"XP_020915862","XM_021060203.1:1..1167"
"XP_020915861","XM_021060202.1:1..1167"
"XP_020915860","XM_021060201.1:86..1456"
"XP_020915859","XM_021060200.1:86..1456"
"XP_020915858","XM_021060199.1:50..748"
"XP_020915855","XM_021060196.1:265..1416"
"XP_020915857","XM_021060198.1:47..1198"
"XP_020915854","XM_021060195.1:103..774"
"XP_020915853","XM_021060194.1:1..1050"
"XP_020915852","XM_021060193.1:38..814"
"XP_020915851","XM_021060192.1:31..2205"
"XP_020915847","XM_021060188.1:314..6574"
"XP_020915848","XM_021060189.1:314..6511"
"XP_020915850","XM_021060191.1:314..6466"
"XP_020915846","XM_021060187.1:66..1538"
"XP_020915845","XM_021060186.1:312..1130"
"XP_020915843","XM_021060184.1:65..>517"
"XP_020915842","XM_021060183.1:100..759"
"XP_020915841","XM_021060182.1:286..2817"
"XP_020915839","XM_021060180.1:359..3388"
"XP_020915838","XM_021060179.1:279..>2510"
"XP_020915837","XM_021060178.1:210..>1386"
"XP_020915836","XM_021060177.1:1..585"
"XP_020915835","XM_021060176.1:1..990"
"XP_020915834","XM_021060175.1:284..2611"
"XP_020915833","XM_021060174.1:50..>828"
"XP_020915831","XM_021060172.1:<1..816"
"XP_020915832","XM_021060173.1:29..2227"
"XP_020915840","XM_021060181.1:29..1717"
"XP_020915849","XM_021060190.1:29..1636"
"XP_020915856","XM_021060197.1:29..1636"
"XP_020915830","XM_021060171.1:106..459"
"XP_020915829","XM_021060170.1:89..1582"
"XP_020915828","XM_021060169.1:80..883"
"XP_020915827","XM_021060168.1:91..1104"
"XP_020915826","XM_021060167.1:203..3910"
"XP_020915825","XM_021060166.1:134..2461"
"XP_020915824","XM_021060165.1:18..2354"
"XP_020915822","XM_021060163.1:109..2502"
"XP_020915821","XM_021060162.1:548..1492"
"XP_020915820","XM_021060161.1:20..1363"
"XP_020915823","XM_021060164.1:329..4591"
"XP_020915819","XM_021060160.1:83..1879"
"XP_020915818","XM_021060159.1:192..4631"
"XP_020915817","XM_021060158.1:64..1035"
"XP_020915816","XM_021060157.1:29..943"
"XP_020915814","XM_021060155.1:101..5314"
"XP_020915815","XM_021060156.1:31..5244"
"XP_020915813","XM_021060154.1:1..2190"
"XP_020915812","XM_021060153.1:137..835"
"XP_020915811","XM_021060152.1:1159..2181"
"XP_020915810","XM_021060151.1:322..1437"
"XP_020915844","XM_021060185.1:13..558"
"XP_020915809","XM_021060150.1:111..1319"
"XP_020915808","XM_021060149.1:96..1433"
"XP_020915807","XM_021060148.1:1..570"
"XP_020915805","XM_021060146.1:178..729"
"XP_020915804","XM_021060145.1:47..1546"
"XP_020915803","XM_021060144.1:119..4327"
"XP_020915802","XM_021060143.1:90..806"
"XP_020915801","XM_021060142.1:49..4326"
"XP_020915800","XM_021060141.1:17..610"
"XP_020915797","XM_021060138.1:70..2178"
"XP_020915799","XM_021060140.1:70..2175"
"XP_020915796","XM_021060137.1:149..2767"
"XP_020915794","XM_021060135.1:100..2850"
"XP_020915795","XM_021060136.1:100..2820"
"XP_020915806","XM_021060147.1:70..933"
"XP_020915798","XM_021060139.1:49..1002"
"XP_020915793","XM_021060134.1:81..569"
"XP_020915792","XM_021060133.1:1..4656"
"XP_020915791","XM_021060132.1:30..812"
"XP_020915790","XM_021060131.1:314..1768"
"XP_020915782","XM_021060123.1:220..1173"
"XP_020915783","XM_021060124.1:294..1247"
"XP_020915784","XM_021060125.1:213..1166"
"XP_020915786","XM_021060127.1:183..1136"
"XP_020915787","XM_021060128.1:356..1309"
"XP_020915788","XM_021060129.1:319..1272"
"XP_020915789","XM_021060130.1:268..1221"
"XP_020915781","XM_021060122.1:102..4436"
"XP_020915785","XM_021060126.1:7..729"
"XP_020915780","XM_021060121.1:1282..3504"
"XP_020915779","XM_021060120.1:<1..2451"
"XP_020915778","XM_021060119.1:1..1266"
"XP_020915777","XM_021060118.1:64..1665"
"XP_020915776","XM_021060117.1:1..1089"
"XP_020915775","XM_021060116.1:3..2822"
"XP_020915774","XM_021060115.1:1..1788"
